流水序,教育部字號,Unicode,常用字
03080,A03080,7cfb,系
03081,A03081,7cfe,糾
03082,A03082,7d02,紂
03083,A03083,7d05,紅
03084,A03084,7d00,紀
03085,A03085,7d09,紉
03086,A03086,7d07,紇
03087,A03087,7d04,約
03088,A03088,7d21,紡
03089,A03089,7d17,紗
03090,A03090,7d0b,紋
03091,A03091,7d0a,紊
03092,A03092,7d20,素
03093,A03093,7d22,索
03094,A03094,7d14,純
03095,A03095,7d10,紐
03096,A03096,7d15,紕
03097,A03097,7d1a,級
03098,A03098,7d1c,紜
03099,A03099,7d0d,納
03100,A03100,7d19,紙
03101,A03101,7d1b,紛
03102,A03102,7d46,絆
03103,A03103,7d43,絃
03104,A03104,7d71,統
03105,A03105,7d2e,紮
03106,A03106,7d39,紹
03107,A03107,7d3c,紼
03108,A03108,7d40,絀
03109,A03109,7d30,細
03110,A03110,7d33,紳
03111,A03111,7d44,組
03112,A03112,7d2f,累
03113,A03113,7d42,終
03114,A03114,7d5e,絞
03115,A03115,7d50,結
03116,A03116,7d68,絨
03117,A03117,7d55,絕
03118,A03118,7d2b,紫
03119,A03119,7d6e,絮
03120,A03120,7d72,絲
03121,A03121,7d61,絡
03122,A03122,7d66,給
03123,A03123,7d62,絢
03124,A03124,7d93,經
03125,A03125,7d79,絹
03126,A03126,7d91,綑
03127,A03127,7d81,綁
03128,A03128,7d8f,綏
03129,A03129,7dbb,綻
03130,A03130,7db0,綰
03131,A03131,7d9c,綜
03132,A03132,7dbd,綽
03133,A03133,7dbe,綾
03134,A03134,7da0,綠
03135,A03135,7dca,緊
03136,A03136,7db4,綴
03137,A03137,7db2,網
03138,A03138,7db1,綱
03139,A03139,7dba,綺
03140,A03140,7da2,綢
03141,A03141,7dbf,綿
03142,A03142,7db5,綵
03143,A03143,7db8,綸
03144,A03144,7dad,維
03145,A03145,7dd2,緒
03146,A03146,7dc7,緇
03147,A03147,7de0,締
03148,A03148,7df4,練
03149,A03149,7def,緯
03150,A03150,7dfb,緻
03151,A03151,7dd8,緘
03152,A03152,7dec,緬
03153,A03153,7ddd,緝
03154,A03154,7de8,編
03155,A03155,7de3,緣
03156,A03156,7dda,線
03157,A03157,7dde,緞
03158,A03158,7de9,緩
03159,A03159,7d9e,綞
03160,A03160,7e0a,縊
03161,A03161,7e11,縑
03162,A03162,7e08,縈
03163,A03163,7e1b,縛
03164,A03164,7e23,縣
03165,A03165,7e2e,縮
03166,A03166,7e3e,績
03167,A03167,7e46,繆
03168,A03168,7e37,縷
03169,A03169,7e32,縲
03170,A03170,7e43,繃
03171,A03171,7e2b,縫
03172,A03172,7e3d,總
03173,A03173,7e31,縱
03174,A03174,7e45,繅
03175,A03175,7e41,繁
03176,A03176,7e54,織
03177,A03177,7e55,繕
03178,A03178,7e5e,繞
03179,A03179,7e5a,繚
03180,A03180,7e61,繡
03181,A03181,7e6b,繫
03182,A03182,7e6d,繭
03183,A03183,7e79,繹
03184,A03184,7e69,繩
03185,A03185,7e6a,繪
03186,A03186,8fae,辮
03187,A03187,7e7d,繽
03188,A03188,7e7c,繼
03189,A03189,7e82,纂
03190,A03190,7e8f,纏
03191,A03191,7e8c,續
03192,A03192,7e93,纓
03193,A03193,7e96,纖
03194,A03194,7e9c,纜
03195,A03195,7f36,缶
03196,A03196,7f38,缸
03197,A03197,7f3a,缺
03198,A03198,7f3d,缽
03199,A03199,7f44,罄
03200,A03200,7f48,罈
03201,A03201,7f50,罐
03202,A03202,7f55,罕
03203,A03203,7f54,罔
03204,A03204,7f5f,罟
03205,A03205,7f6e,置
03206,A03206,7f69,罩
03207,A03207,7f6a,罪
03208,A03208,7f72,署
03209,A03209,7f70,罰
03210,A03210,7f75,罵
03211,A03211,7f77,罷
03212,A03212,7f79,罹
03213,A03213,7f85,羅
03214,A03214,7f88,羈
03215,A03215,7f8a,羊
03216,A03216,7f8c,羌
03217,A03217,7f8b,羋
03218,A03218,7f8e,美
03219,A03219,7f94,羔
03220,A03220,7f9e,羞
03221,A03221,7f9a,羚
03222,A03222,5584,善
03223,A03223,7fa9,義
03224,A03224,7fa8,羨
03225,A03225,7fa4,群
03226,A03226,7faf,羯
03227,A03227,7fb2,羲
03228,A03228,7fb6,羶
03229,A03229,7fb9,羹
03230,A03230,7fb8,羸
03231,A03231,7fbd,羽
03232,A03232,7fbf,羿
03233,A03233,7fc5,翅
03234,A03234,7fc1,翁
03235,A03235,7fcc,翌
03236,A03236,7fce,翎
03237,A03237,7fd2,習
03238,A03238,7fd4,翔
03239,A03239,7fd5,翕
03240,A03240,7fe0,翠
03241,A03241,7fe1,翡
03242,A03242,7fdf,翟
03243,A03243,7fe9,翩
03244,A03244,7ff0,翰
03245,A03245,7ff1,翱
03246,A03246,7ff3,翳
03247,A03247,7ffc,翼
03248,A03248,7ff9,翹
03249,A03249,7ffb,翻
03250,A03250,8000,耀
03251,A03251,8001,老
03252,A03252,8003,考
03253,A03253,8005,者
03254,A03254,8006,耆
03255,A03255,800c,而
03256,A03256,8010,耐
03257,A03257,800d,耍
03258,A03258,8012,耒
03259,A03259,8018,耘
03260,A03260,8015,耕
03261,A03261,8019,耙
03262,A03262,8017,耗
03263,A03263,801c,耜
03264,A03264,8033,耳
03265,A03265,8036,耶
03266,A03266,803d,耽
03267,A03267,803f,耿
03268,A03268,804a,聊
03269,A03269,8046,聆
03270,A03270,8056,聖
03271,A03271,8058,聘
03272,A03272,805e,聞
03273,A03273,805a,聚
03274,A03274,8071,聱
03275,A03275,8072,聲
03276,A03276,8070,聰
03277,A03277,806f,聯
03278,A03278,8073,聳
03279,A03279,8077,職
03280,A03280,8076,聶
03281,A03281,807e,聾
03282,A03282,807d,聽
03283,A03283,807f,聿
03284,A03284,8086,肆
03285,A03285,8084,肄
03286,A03286,8085,肅
03287,A03287,8087,肇
03288,A03288,8089,肉
03289,A03289,808b,肋
03290,A03290,808c,肌
03291,A03291,8096,肖
03292,A03292,8093,肓
03293,A03293,809d,肝
03294,A03294,8098,肘
03295,A03295,809b,肛
03296,A03296,809a,肚
03297,A03297,80b2,育
03298,A03298,80ba,肺
03299,A03299,80a5,肥
03300,A03300,80a2,肢
03301,A03301,80b1,肱
03302,A03302,80a1,股
03303,A03303,80ab,肫
03304,A03304,80a9,肩
03305,A03305,80b4,肴
03306,A03306,80aa,肪
03307,A03307,80af,肯
03308,A03308,80d6,胖
03309,A03309,80e5,胥
03310,A03310,80da,胚
03311,A03311,80c3,胃
03312,A03312,80c4,胄
03313,A03313,80cc,背
03314,A03314,80e1,胡
03315,A03315,80db,胛
03316,A03316,80ce,胎
03317,A03317,80de,胞
03318,A03318,80e4,胤
03319,A03319,80f1,胱
03320,A03320,8102,脂
03321,A03321,80f0,胰
03322,A03322,8105,脅
03323,A03323,80ed,胭
03324,A03324,80f4,胴
03325,A03325,8106,脆
03326,A03326,80f8,胸
03327,A03327,80f3,胳
03328,A03328,8108,脈
03329,A03329,80fd,能
03330,A03330,810a,脊
03331,A03331,812f,脯
03332,A03332,8116,脖
03333,A03333,8123,脣
03334,A03334,812b,脫
03335,A03335,8129,脩
03336,A03336,8155,腕
03337,A03337,8154,腔
03338,A03338,814b,腋
03339,A03339,8151,腑
03340,A03340,814e,腎
03341,A03341,8139,脹
03342,A03342,8146,腆
03343,A03343,813e,脾
03344,A03344,8150,腐
03345,A03345,8171,腱
03346,A03346,8170,腰
03347,A03347,8178,腸
03348,A03348,8165,腥
03349,A03349,816e,腮
03350,A03350,8173,腳
03351,A03351,816b,腫
03352,A03352,8179,腹
03353,A03353,817a,腺
03354,A03354,8166,腦
03355,A03355,8180,膀
03356,A03356,818f,膏
03357,A03357,8188,膈
03358,A03358,818a,膊
03359,A03359,817f,腿
03360,A03360,819b,膛
03361,A03361,819c,膜
03362,A03362,819d,膝
03363,A03363,81a0,膠
03364,A03364,819a,膚
03365,A03365,81b3,膳
03366,A03366,81a9,膩
03367,A03367,81a8,膨
03368,A03368,81c6,臆
03369,A03369,81c3,臃
03370,A03370,81ba,膺
03371,A03371,81c2,臂
03372,A03372,81c0,臀
03373,A03373,81bf,膿
03374,A03374,81bd,膽
03375,A03375,81c9,臉
03376,A03376,81be,膾
03377,A03377,81cd,臍
03378,A03378,81cf,臏
03379,A03379,81d8,臘
03380,A03380,81da,臚
03381,A03381,81df,臟
03382,A03382,81e3,臣
03383,A03383,81e5,臥
03384,A03384,81e7,臧
03385,A03385,81e8,臨
03386,A03386,81ea,自
03387,A03387,81ed,臭
03388,A03388,81ec,臬
03389,A03389,81f3,至
03390,A03390,81f4,致
03391,A03391,81fa,臺
03392,A03392,81fb,臻
03393,A03393,81fc,臼
03394,A03394,81fe,臾
03395,A03395,8200,舀
03396,A03396,8202,舂
03397,A03397,8205,舅
03398,A03398,8207,與
03399,A03399,8208,興
03400,A03400,8209,舉
03401,A03401,820a,舊
03402,A03402,820c,舌
03403,A03403,820d,舍
03404,A03404,8210,舐
03405,A03405,8212,舒
03406,A03406,8214,舔
03407,A03407,821b,舛
03408,A03408,821c,舜
03409,A03409,821e,舞
03410,A03410,821f,舟
03411,A03411,8222,舢
03412,A03412,822a,航
03413,A03413,822b,舫
03414,A03414,8228,舨
03415,A03415,822c,般
03416,A03416,8235,舵
03417,A03417,8237,舷
03418,A03418,8236,舶
03419,A03419,8239,船
03420,A03420,8247,艇
03421,A03421,8258,艘
03422,A03422,8259,艙
03423,A03423,8266,艦
03424,A03424,826e,艮
03425,A03425,826f,良
03426,A03426,8271,艱
03427,A03427,8272,色
03428,A03428,827e,艾
03429,A03429,8292,芒
03430,A03430,828b,芋
03431,A03431,828d,芍
03432,A03432,82b3,芳
03433,A03433,829d,芝
03434,A03434,8299,芙
03435,A03435,82ad,芭
03436,A03436,82bd,芽
03437,A03437,829f,芟
03438,A03438,82b9,芹
03439,A03439,82b1,花
03440,A03440,82ac,芬
03441,A03441,82a5,芥
03442,A03442,82bb,芻
03443,A03443,82e7,苧
03444,A03444,8303,范
03445,A03445,8305,茅
03446,A03446,82e3,苣
03447,A03447,82db,苛
03448,A03448,82e6,苦
03449,A03449,8304,茄
03450,A03450,82e5,若
03451,A03451,8302,茂
03452,A03452,8309,茉
03453,A03453,82d2,苒
03454,A03454,82d7,苗
03455,A03455,82f1,英
03456,A03456,8301,茁
03457,A03457,82dc,苜
03458,A03458,82d4,苔
03459,A03459,82d1,苑
03460,A03460,82de,苞
03461,A03461,82d3,苓
03462,A03462,82df,苟
03463,A03463,832b,茫
03464,A03464,8352,荒
03465,A03465,8354,荔
03466,A03466,834a,荊
03467,A03467,8338,茸
03468,A03468,8350,荐
03469,A03469,8349,草
03470,A03470,8335,茵
03471,A03471,8334,茴
03472,A03472,834f,荏
03473,A03473,8332,茲
03474,A03474,8339,茹
03475,A03475,8336,茶
03476,A03476,8317,茗
03477,A03477,8340,荀
03478,A03478,8331,茱
03479,A03479,838e,莎
03480,A03480,839e,莞
03481,A03481,8398,莘
03482,A03482,8378,荸
03483,A03483,83a2,莢
03484,A03484,8396,莖
03485,A03485,83bd,莽
03486,A03486,83ab,莫
03487,A03487,8392,莒
03488,A03488,838a,莊
03489,A03489,8393,莓
03490,A03490,8389,莉
03491,A03491,83a0,莠
03492,A03492,8377,荷
03493,A03493,837b,荻
03494,A03494,837c,荼
03495,A03495,83e9,菩
03496,A03496,8403,萃
03497,A03497,83f8,菸
03498,A03498,840d,萍
03499,A03499,83e0,菠
03500,A03500,83c5,菅
03501,A03501,840b,萋
03502,A03502,83c1,菁
03503,A03503,83ef,華
03504,A03504,83f1,菱
03505,A03505,83f4,菴
03506,A03506,8457,著
03507,A03507,840a,萊
03508,A03508,83f0,菰
03509,A03509,840c,萌
03510,A03510,83cc,菌
03511,A03511,83fd,菽
03512,A03512,83f2,菲
03513,A03513,83ca,菊
03514,A03514,8438,萸
03515,A03515,840e,萎
03516,A03516,8404,萄
03517,A03517,83dc,菜
03518,A03518,8482,蒂
03519,A03519,8477,葷
03520,A03520,843d,落
03521,A03521,8431,萱
03522,A03522,8475,葵
03523,A03523,8466,葦
03524,A03524,846b,葫
03525,A03525,8449,葉
03526,A03526,846c,葬
03527,A03527,845b,葛
03528,A03528,843c,萼
03529,A03529,8435,萵
03530,A03530,8461,葡
03531,A03531,8463,董
03532,A03532,8469,葩
03533,A03533,84c9,蓉
03534,A03534,84bf,蒿
03535,A03535,84c6,蓆
03536,A03536,84c4,蓄
03537,A03537,8499,蒙
03538,A03538,849e,蒞
03539,A03539,84b2,蒲
03540,A03540,849c,蒜
03541,A03541,84cb,蓋
03542,A03542,84b8,蒸
03543,A03543,84c0,蓀
03544,A03544,84d3,蓓
03545,A03545,8490,蒐
03546,A03546,84bc,蒼
03547,A03547,8517,蔗
03548,A03548,853d,蔽
03549,A03549,851a,蔚
03550,A03550,84ee,蓮
03551,A03551,852c,蔬
03552,A03552,852d,蔭
03553,A03553,8513,蔓
03554,A03554,8511,蔑
03555,A03555,8523,蔣
03556,A03556,8521,蔡
03557,A03557,8514,蔔
03558,A03558,84ec,蓬
03559,A03559,8525,蔥
03560,A03560,84ff,蓿
03561,A03561,854a,蕊
03562,A03562,8559,蕙
03563,A03563,8548,蕈
03564,A03564,8568,蕨
03565,A03565,8569,蕩
03566,A03566,8543,蕃
03567,A03567,8549,蕉
03568,A03568,856d,蕭
03569,A03569,856a,蕪
03570,A03570,85aa,薪
03571,A03571,8584,薄
03572,A03572,857e,蕾
03573,A03573,859c,薜
03574,A03574,8591,薑
03575,A03575,8594,薔
03576,A03576,85af,薯
03577,A03577,859b,薛
03578,A03578,8587,薇
03579,A03579,85cf,藏
03580,A03580,85a9,薩
03581,A03581,85cd,藍
03582,A03582,85d0,藐
03583,A03583,85c9,藉
03584,A03584,85b0,薰
03585,A03585,85e9,藩
03586,A03586,85dd,藝
03587,A03587,85ea,藪
03588,A03588,85d5,藕
03589,A03589,85e4,藤
03590,A03590,85e5,藥
03591,A03591,85fb,藻
03592,A03592,85f9,藹
03593,A03593,8611,蘑
03594,A03594,85fa,藺
03595,A03595,8606,蘆
03596,A03596,860b,蘋
03597,A03597,8607,蘇
03598,A03598,860a,蘊
03599,A03599,8617,蘗
03600,A03600,862d,蘭
03601,A03601,861a,蘚
03602,A03602,8638,蘸
03603,A03603,863f,蘿
03604,A03604,864e,虎
03605,A03605,8650,虐
03606,A03606,8654,虔
03607,A03607,8655,處
03608,A03608,5f6a,彪
03609,A03609,865b,虛
03610,A03610,865c,虜
03611,A03611,865e,虞
03612,A03612,865f,號
03613,A03613,8667,虧
03614,A03614,866b,虫
03615,A03615,8671,虱
03616,A03616,8679,虹
03617,A03617,868a,蚊
03618,A03618,86aa,蚪
03619,A03619,8693,蚓
03620,A03620,86a4,蚤
03621,A03621,86a9,蚩
03622,A03622,868c,蚌
03623,A03623,86a3,蚣
03624,A03624,86c7,蛇
03625,A03625,86c0,蛀
03626,A03626,86b6,蚶
03627,A03627,86c4,蛄
03628,A03628,86b5,蚵
03629,A03629,86c6,蛆
03630,A03630,86cb,蛋
03631,A03631,86b1,蚱
03632,A03632,86af,蚯
03633,A03633,86df,蛟
03634,A03634,86d9,蛙
03635,A03635,86ed,蛭
03636,A03636,86d4,蛔
03637,A03637,86db,蛛
03638,A03638,86e4,蛤
03639,A03639,86f9,蛹
03640,A03640,8713,蜓
03641,A03641,8708,蜈
03642,A03642,8707,蜇
03643,A03643,8700,蜀
03644,A03644,86fe,蛾
03645,A03645,86fb,蛻
03646,A03646,8702,蜂
03647,A03647,8703,蜃
03648,A03648,873f,蜿
03649,A03649,871c,蜜
03650,A03650,873b,蜻
03651,A03651,8722,蜢
03652,A03652,8725,蜥
03653,A03653,8734,蜴
03654,A03654,8718,蜘
03655,A03655,8755,蝕
03656,A03656,8782,螂
03657,A03657,8774,蝴
03658,A03658,8776,蝶
03659,A03659,8760,蝠
03660,A03660,8766,蝦
03661,A03661,8778,蝸
03662,A03662,8768,蝨
03663,A03663,8759,蝙
03664,A03664,8757,蝗
03665,A03665,874c,蝌
03666,A03666,8783,螃
03667,A03667,879f,螟
03668,A03668,879e,螞
03669,A03669,87a2,螢
03670,A03670,878d,融
03671,A03671,87c0,蟀
03672,A03672,87d1,蟑
03673,A03673,87b3,螳
03674,A03674,87d2,蟒
03675,A03675,87c6,蟆
03676,A03676,87ab,螫
03677,A03677,87bb,螻
03678,A03678,87ba,螺
03679,A03679,87c8,蟈
03680,A03680,87cb,蟋
03681,A03681,87ef,蟯
03682,A03682,87ec,蟬
03683,A03683,87f2,蟲
03684,A03684,87fb,蟻
03685,A03685,8805,蠅
03686,A03686,880d,蠍
03687,A03687,87f9,蟹
03688,A03688,8814,蠔
03689,A03689,8815,蠕
03690,A03690,8823,蠣
03691,A03691,8822,蠢
03692,A03692,8821,蠡
03693,A03693,881f,蠟
03694,A03694,8831,蠱
03695,A03695,8836,蠶
03696,A03696,8839,蠹
03697,A03697,883b,蠻
03698,A03698,8840,血
03699,A03699,884c,行
03700,A03700,884d,衍
03701,A03701,8853,術
03702,A03702,8857,街
03703,A03703,8859,衙
03704,A03704,885b,衛
03705,A03705,885d,衝
03706,A03706,8861,衡
03707,A03707,8862,衢
03708,A03708,8863,衣
03709,A03709,521d,初
03710,A03710,8868,表
03711,A03711,886b,衫
03712,A03712,8870,衰
03713,A03713,8877,衷
03714,A03714,8881,袁
03715,A03715,8882,袂
03716,A03716,889e,袞
03717,A03717,8888,袈
03718,A03718,88ab,被
03719,A03719,8892,袒
03720,A03720,8896,袖
03721,A03721,888d,袍
03722,A03722,888b,袋
03723,A03723,88c1,裁
03724,A03724,88c2,裂
03725,A03725,88b1,袱
03726,A03726,88df,裟
03727,A03727,88d4,裔
03728,A03728,88d9,裙
03729,A03729,88dc,補
03730,A03730,88d8,裘
03731,A03731,88dd,裝
03732,A03732,88e1,裡
03733,A03733,88ca,裊
03734,A03734,88d5,裕
03735,A03735,88f3,裳
03736,A03736,8902,褂
03737,A03737,88f4,裴
03738,A03738,88f9,裹
03739,A03739,88f8,裸
03740,A03740,88fd,製
03741,A03741,88e8,裨
03742,A03742,891a,褚
03743,A03743,8910,褐
03744,A03744,8907,複
03745,A03745,8912,褒
03746,A03746,8913,褓
03747,A03747,892a,褪
03748,A03748,8932,褲
03749,A03749,8925,褥
03750,A03750,892b,褫
03751,A03751,893b,褻
03752,A03752,8936,褶
03753,A03753,8944,襄
03754,A03754,8938,褸
03755,A03755,8960,襠
03756,A03756,895f,襟
03757,A03757,8956,襖
03758,A03758,8964,襤
03759,A03759,896a,襪
03760,A03760,8972,襲
03761,A03761,896f,襯
03762,A03762,897f,西
03763,A03763,8981,要
03764,A03764,8983,覃
03765,A03765,8986,覆
03766,A03766,898b,見
03767,A03767,8993,覓
03768,A03768,898f,規
03769,A03769,8996,視
03770,A03770,89aa,親
03771,A03771,89a6,覦
03772,A03772,89ac,覬
03773,A03773,89b2,覲
03774,A03774,89ba,覺
03775,A03775,89bd,覽
03776,A03776,89c0,觀
03777,A03777,89d2,角
03778,A03778,89e3,解
03779,A03779,89f4,觴
03780,A03780,89f8,觸
03781,A03781,8a00,言
03782,A03782,8a08,計
03783,A03783,8a02,訂
03784,A03784,8a03,訃
03785,A03785,8a18,記
03786,A03786,8a10,訐
03787,A03787,8a0e,討
03788,A03788,8a0c,訌
03789,A03789,8a15,訕
03790,A03790,8a0a,訊
03791,A03791,8a17,託
03792,A03792,8a13,訓
03793,A03793,8a16,訖
03794,A03794,8a2a,訪
03795,A03795,8a1d,訝
03796,A03796,8a23,訣
03797,A03797,8a25,訥
03798,A03798,8a31,許
03799,A03799,8a2d,設
03800,A03800,8a1f,訟
03801,A03801,8a1b,訛
03802,A03802,8a3b,註
03803,A03803,8a60,詠
03804,A03804,8a55,評
03805,A03805,8a5e,詞
03806,A03806,8a3c,証
03807,A03807,8a41,詁
03808,A03808,8a54,詔
03809,A03809,8a5b,詛
03810,A03810,8a50,詐
03811,A03811,8a46,詆
03812,A03812,8a34,訴
03813,A03813,8a3a,診
03814,A03814,8a6b,詫
03815,A03815,8a72,該
03816,A03816,8a73,詳
03817,A03817,8a66,試
03818,A03818,8a69,詩
03819,A03819,8a70,詰
03820,A03820,8a87,誇
03821,A03821,8a7c,詼
03822,A03822,8a63,詣
03823,A03823,8aa0,誠
03824,A03824,8a71,話
03825,A03825,8a85,誅
03826,A03826,8a6d,詭
03827,A03827,8a62,詢
03828,A03828,8a6e,詮
03829,A03829,8a6c,詬
03830,A03830,8a79,詹
03831,A03831,8aa6,誦
03832,A03832,8a8c,誌
03833,A03833,8a9e,語
03834,A03834,8aa3,誣
03835,A03835,8a8d,認
03836,A03836,8aa1,誡
03837,A03837,8a93,誓
03838,A03838,8aa4,誤
03839,A03839,8aaa,說
03840,A03840,8aa5,誥
03841,A03841,8aa8,誨
03842,A03842,8a98,誘
03843,A03843,8a91,誑
03844,A03844,8abc,誼
03845,A03845,8ad2,諒
03846,A03846,8ac7,談
03847,A03847,8ac4,諄
03848,A03848,8a95,誕
03849,A03849,8acb,請
03850,A03850,8af8,諸
03851,A03851,8ab2,課
03852,A03852,8ac9,諉
03853,A03853,8ac2,諂
03854,A03854,8abf,調
03855,A03855,8ab0,誰
03856,A03856,8ad6,論
03857,A03857,8acd,諍
03858,A03858,8ae6,諦
03859,A03859,8afa,諺
03860,A03860,8aeb,諫
03861,A03861,8af1,諱
03862,A03862,8b00,謀
03863,A03863,8adc,諜
03864,A03864,8ae7,諧
03865,A03865,8aee,諮
03866,A03866,8afe,諾
03867,A03867,8b01,謁
03868,A03868,8b02,謂
03869,A03869,8af7,諷
03870,A03870,8aed,諭
03871,A03871,8b0e,謎
03872,A03872,8b17,謗
03873,A03873,8b19,謙
03874,A03874,8b1b,講
03875,A03875,8b0a,謊
03876,A03876,8b20,謠
03877,A03877,8b1d,謝
03878,A03878,8b04,謄
03879,A03879,8b28,謨
03880,A03880,8b39,謹
03881,A03881,8b2c,謬
03882,A03882,8b41,譁
03883,A03883,8b5c,譜
03884,A03884,8b58,識
03885,A03885,8b49,證
03886,A03886,8b5a,譚
03887,A03887,8b4e,譎
03888,A03888,8b4f,譏
03889,A03889,8b70,議
03890,A03890,8b6c,譬
03891,A03891,8b66,警
03892,A03892,8b6f,譯
03893,A03893,8b74,譴
03894,A03894,8b77,護
03895,A03895,8b7d,譽
03896,A03896,8b80,讀
03897,A03897,8b8a,變
03898,A03898,8b93,讓
03899,A03899,8b92,讒
03900,A03900,8b96,讖
03901,A03901,8b9a,讚
03902,A03902,8c37,谷
03903,A03903,8c41,豁
03904,A03904,8c3f,谿
03905,A03905,8c46,豆
03906,A03906,8c48,豈
03907,A03907,8c49,豉
03908,A03908,8c4c,豌
03909,A03909,8c4e,豎
03910,A03910,8c50,豐
03911,A03911,8c54,豔
03912,A03912,8c55,豕
03913,A03913,8c5a,豚
03914,A03914,8c61,象
03915,A03915,8c62,豢
03916,A03916,8c6a,豪
03917,A03917,8c6c,豬
03918,A03918,8c6b,豫
03919,A03919,8c7a,豺
03920,A03920,8c79,豹
03921,A03921,8c82,貂
03922,A03922,8c8a,貊
03923,A03923,8c89,貉
03924,A03924,8c8d,貍
03925,A03925,8c8c,貌
03926,A03926,8c93,貓
03927,A03927,8c9d,貝
03928,A03928,8c9e,貞
03929,A03929,8ca0,負
03930,A03930,8ca1,財
03931,A03931,8ca2,貢
03932,A03932,8ca9,販
03933,A03933,8cac,責
03934,A03934,8cab,貫
03935,A03935,8ca8,貨
03936,A03936,8caa,貪
03937,A03937,8ca7,貧
03938,A03938,8caf,貯
03939,A03939,8cbc,貼
03940,A03940,8cb3,貳
03941,A03941,8cbd,貽
03942,A03942,8cc1,賁
03943,A03943,8cbb,費
03944,A03944,8cc0,賀
03945,A03945,8cb4,貴
03946,A03946,8cb7,買
03947,A03947,8cb6,貶
03948,A03948,8cbf,貿
03949,A03949,8cb8,貸
03950,A03950,8cca,賊
03951,A03951,8cc7,資
03952,A03952,8cc8,賈
03953,A03953,8cc4,賄
03954,A03954,8cb2,貲
03955,A03955,8cc3,賃
03956,A03956,8cc2,賂
03957,A03957,8cc5,賅
03958,A03958,8cd3,賓
03959,A03959,8cd1,賑
03960,A03960,8cd2,賒
03961,A03961,8ce0,賠
03962,A03962,8cde,賞
03963,A03963,8ce6,賦
03964,A03964,8ce4,賤
03965,A03965,8cec,賬
03966,A03966,8ced,賭
03967,A03967,8ce2,賢
03968,A03968,8ce3,賣
03969,A03969,8cdc,賜
03970,A03970,8cea,質
03971,A03971,8cf4,賴
03972,A03972,8cfa,賺
03973,A03973,8cfd,賽
03974,A03974,8cfc,購
03975,A03975,8d05,贅
03976,A03976,8d08,贈
03977,A03977,8d0a,贊
03978,A03978,8d0f,贏
03979,A03979,8d0d,贍
03980,A03980,8d13,贓
03981,A03981,8d16,贖
03982,A03982,8d17,贗
03983,A03983,8d1b,贛
03984,A03984,8d64,赤
03985,A03985,8d67,赧
03986,A03986,8d66,赦
03987,A03987,8d6b,赫
03988,A03988,8d6d,赭
03989,A03989,8d70,走
03990,A03990,8d74,赴
03991,A03991,8d73,赳
03992,A03992,8d77,起
03993,A03993,8d8a,越
03994,A03994,8d85,超
03995,A03995,8d81,趁
03996,A03996,8d99,趙
03997,A03997,8d95,趕
03998,A03998,8d9f,趟
03999,A03999,8da3,趣
04000,A04000,8da8,趨
04001,A04001,8db3,足
04002,A04002,8db4,趴
04003,A04003,8dbe,趾
04004,A04004,8dce,跎
04005,A04005,8ddd,距
04006,A04006,8dcb,跋
04007,A04007,8dda,跚
04008,A04008,8dd1,跑
04009,A04009,8dcc,跌
04010,A04010,8ddb,跛
04011,A04011,8dc6,跆
04012,A04012,8de1,跡
04013,A04013,8ddf,跟
04014,A04014,8de8,跨
04015,A04015,8def,路
04016,A04016,8df3,跳
04017,A04017,8dfa,跺
04018,A04018,8dea,跪
04019,A04019,8dfc,跼
04020,A04020,8e2b,踫
04021,A04021,8e10,踐
04022,A04022,8e1d,踝
04023,A04023,8e22,踢
04024,A04024,8e0f,踏
04025,A04025,8e29,踩
04026,A04026,8e1f,踟
04027,A04027,8e44,蹄
04028,A04028,8e31,踱
04029,A04029,8e34,踴
04030,A04030,8e42,蹂
04031,A04031,8e39,踹
04032,A04032,8e35,踵
04033,A04033,8e49,蹉
04034,A04034,8e4b,蹋
04035,A04035,8e48,蹈
04036,A04036,8e4a,蹊
04037,A04037,8e59,蹙
04038,A04038,8e63,蹣
04039,A04039,8e66,蹦
04040,A04040,8e64,蹤
04041,A04041,8e7c,蹼
04042,A04042,8e72,蹲
04043,A04043,8e87,躇
04044,A04044,8e76,蹶
04045,A04045,8e6c,蹬
04046,A04046,8e7a,蹺
04047,A04047,8e89,躉
04048,A04048,8e81,躁
04049,A04049,8e85,躅
04050,A04050,8e82,躂
04051,A04051,8e8a,躊
04052,A04052,8e8d,躍
04053,A04053,8e91,躑
04054,A04054,8ea1,躡
04055,A04055,8eaa,躪
04056,A04056,8eab,身
04057,A04057,8eac,躬
04058,A04058,8eb2,躲
04059,A04059,8eba,躺
04060,A04060,8ec0,軀
04061,A04061,8eca,車
04062,A04062,8ecb,軋
04063,A04063,8ecd,軍
04064,A04064,8ecc,軌
04065,A04065,8ed2,軒
04066,A04066,8ed4,軔
04067,A04067,8edb,軛
04068,A04068,8edf,軟
04069,A04069,8efb,軻
04070,A04070,8ef8,軸
04071,A04071,8efc,軼
04072,A04072,8f03,較
04073,A04073,8f09,載
04074,A04074,8efe,軾
04075,A04075,8f0a,輊
04076,A04076,8f14,輔
04077,A04077,8f12,輒
04078,A04078,8f15,輕
04079,A04079,8f13,輓
04080,A04080,8f1d,輝
04081,A04081,8f1b,輛
04082,A04082,8f1f,輟
04083,A04083,8f29,輩
04084,A04084,8f26,輦
04085,A04085,8f2a,輪
04086,A04086,8f1c,輜
