U+4E07	万
U+8B05	謅
U+8B0B	謋
U+8B22	謢
U+8B0F	謏
U+8B12	謒
U+8B15	謕
U+8B07	謇
U+8B0D	謍
U+8B08	謈
U+8B2B	謫
U+8B2A	謪
U+8B27	謧
U+8B23	謣
U+8B33	謳
U+8B30	謰
U+8B35	謵
U+8B47	譇
U+8B2F	謯
U+8B3C	謼
U+8B3E	謾
U+8B31	謱
U+8B25	謥
U+8B37	謷
U+8B26	謦
U+8B50	譐
U+8B48	譈
U+8B4A	譊
U+8B46	譆
U+8B40	譀
U+8B53	譓
U+8B56	譖
U+8B54	譔
U+8B4B	譋
U+8B55	譕
U+8B51	譑
U+8B59	譙
U+8B60	譠
U+8B6A	譪
U+8B5D	譝
U+8B68	譨
U+8B5F	譟
U+8B63	譣
U+8B65	譥
U+8B79	譹
U+8B78	譸
U+8B45	譅
U+8B7A	譺
U+8B7B	譻
U+8B7E	譾
U+8B84	讄
U+8B82	讂
U+8B86	讆
U+8B8C	讌
U+8B8E	讎
U+8B8B	讋
U+8B94	讔
U+8B95	讕
U+8B98	讘
U+8B99	讙
U+8B9C	讜
U+8B9E	讞
U+8B9F	讟
U+8C39	谹
U+8C3B	谻
U+8C3C	谼
U+8C3D	谽
U+8C3E	谾
U+8C43	豃
U+8C47	豇
U+8C4B	豋
U+8C4D	豍
U+8C4F	豏
U+8C57	豗
U+8C5C	豜
U+8C5D	豝
U+8C5F	豟
U+8C65	豥
U+8C64	豤
U+8C66	豦
U+8C68	豨
U+8C6D	豭
U+8C70	豰
U+8C72	豲
U+8C73	豳
U+8C71	豱
U+8C6F	豯
U+8C75	豵
U+8C77	豷
U+8C76	豶
U+8C78	豸
U+8C7B	豻
U+8C7D	豽
U+8C81	貁
U+8C80	貀
U+8C86	貆
U+8C84	貄
U+8C85	貅
U+8C8F	貏
U+8C91	貑
U+8C92	貒
U+8C95	貕
U+8C94	貔
U+8C99	貙
U+8C98	貘
U+8C97	貗
U+8C9C	貜
U+8CA4	貤
U+8CA3	貣
U+8CBA	貺
U+8CBE	貾
U+8CB0	貰
U+8CCC	賌
U+8CD5	賕
U+8CE5	賥
U+8CDF	賟
U+8CD9	賙
U+8CE8	賨
U+8CE1	賡
U+8CDA	賚
U+8CF5	賵
U+8CEE	賮
U+8CF8	賸
U+8CFB	賻
U+8CFE	賾
U+8D04	贄
U+8D06	贆
U+8D07	贇
U+8D10	贐
U+8D14	贔
U+8D15	贕
U+8D19	贙
U+8D68	赨
U+8D69	赩
U+8D6C	赬
U+8D6E	赮
U+8D76	赶
U+8D78	赸
U+8D84	趄
U+8D80	趀
U+8D91	趑
U+8D8C	趌
U+8D8E	趎
U+8D8F	趏
U+8D8D	趍
U+8D93	趓
U+8DA0	趠
U+8D9C	趜
U+8DA1	趡
U+8DA5	趥
U+8DA7	趧
U+8DAC	趬
U+8DAA	趪
U+8DAD	趭
U+8DAB	趫
U+8DAE	趮
U+8DAF	趯
U+8DB2	趲
U+8DB5	趵
U+8DB7	趷
U+8DBC	趼
U+8DBA	趺
U+8DC2	跂
U+8DB9	趹
U+8DBF	趿
U+8DD8	跘
U+8DD3	跓
U+8DCD	跍
U+8DC7	跇
U+8DD6	跖
U+8DDC	跜
U+8DCF	跏
U+8DD5	跕
U+8DD9	跙
U+8DC8	跈
U+8DD7	跗
U+8DC5	跅
U+8DE4	跤
U+8DF0	跰
U+8DE0	跠
U+8DEC	跬
U+8DF1	跱
U+8DEE	跮
U+8DD0	跐
U+8DE9	跩
U+8DE6	跦
U+8DE3	跣
U+8DE2	跢
U+8DE7	跧
U+8DF2	跲
U+8DEB	跫
U+8E09	踉
U+8E02	踂
U+8DFF	跿
U+8E0D	踍
U+8DFD	跽
U+8E0A	踊
U+8E03	踃
U+8E07	踇
U+8E06	踆
U+8E05	踅
U+8DFE	跾
U+8E20	踠
U+8E23	踣
U+8E25	踥
U+8E24	踤
U+8E2E	踮
U+8E21	踡
U+8E15	踕
U+8E1B	踛
U+8E16	踖
U+8E11	踑
U+8E19	踙
U+8E26	踦
U+8E1E	踞
U+8E27	踧
U+8E14	踔
U+8E12	踒
U+8E18	踘
U+8E13	踓
U+8E33	踳
U+8E3E	踾
U+8E38	踸
U+8E40	蹀
U+8E45	蹅
U+8E36	踶
U+8E3C	踼
U+8E3D	踽
U+8E41	蹁
U+8E30	踰
U+8E4E	蹎
U+8E4D	蹍
U+8E53	蹓
U+8E50	蹐
U+8E4C	蹌
U+8E47	蹇
U+8E5C	蹜
U+8E62	蹢
U+8E60	蹠
U+8E57	蹗
U+8E5F	蹟
U+8E56	蹖
U+8E5E	蹞
U+8E65	蹥
U+8E67	蹧
U+8E5B	蹛
U+8E5A	蹚
U+8E55	蹕
U+8E61	蹡
U+8E5D	蹝
U+8E69	蹩
U+8E54	蹔
U+8E74	蹴
U+8E6D	蹭
U+8E78	蹸
U+8E73	蹳
U+8E6A	蹪
U+8E6F	蹯
U+8E7B	蹻
U+8E86	躆
U+8E88	躈
U+8E84	躄
U+8E8B	躋
U+8E95	躕
U+8E94	躔
U+8E9A	躚
U+8E92	躒
U+8E93	躓
U+8E90	躐
U+8E96	躖
U+8E97	躗
U+8E9E	躞
U+8E9F	躟
U+8EA0	躠
U+8EA5	躥
U+8EA4	躤
U+8EA3	躣
U+8EA6	躦
U+8EA9	躩
U+8EA8	躨
U+8EBD	躽
U+8ECF	軏
U+8ED1	軑
U+8ED3	軓
U+8ED8	軘
U+8EDE	軞
U+8EDD	軝
U+8EEF	軯
U+8EF7	軷
U+8EFA	軺
U+8EF9	軹
U+8EE6	軦
U+8EEE	軮
U+8EE5	軥
U+8EF5	軵
U+8EE7	軧
U+8EE8	軨
U+8EF6	軶
U+8EEB	軫
U+8EF1	軱
U+8EEC	軬
U+8F06	輆
U+8EFF	軿
U+8F01	輁
U+8F00	輀
U+8F05	輅
U+8F07	輇
U+8F08	輈
U+8F02	輂
U+8F0B	輋
U+8F10	輐
U+8F11	輑
U+8F2C	輬
U+8F24	輤
U+8F18	輘
U+8F1A	輚
U+8F1E	輞
U+8F20	輠
U+8F25	輥
U+8F23	輣
U+8F16	輖
U+8F17	輗
U+8F36	輶
U+8F33	輳
U+8F2E	輮
U+8F35	輵
U+8F32	輲
U+8F39	輹
U+8F37	輷
U+8F34	輴
U+8F43	轃
U+8F40	轀
U+8F46	轆
U+8F47	轇
U+8F48	轈
U+8F52	轒
U+8F51	轑
U+8F4F	轏
U+8F50	轐
U+8F53	轓
U+8F59	轙
U+8F56	轖
U+8F57	轗
U+8F55	轕
U+8F58	轘
U+8F5A	轚
U+8F5E	轞
U+8F5B	轛
U+8F5D	轝
U+8F60	轠
U+8F62	轢
U+8F64	轤
U+8FB4	辴
U+8FC9	迉
U+8FD2	迒
U+8FCB	迋
U+8FD3	迓
U+8FCD	迍
U+8FD6	迖
U+8FD5	迕
U+8FE3	迣
U+8FE1	迡
U+8FE4	迤
U+8FEE	迮
U+8FE8	迨
U+8FF8	迸
U+8FFE	迾
U+8FF5	迵
U+9002	适
U+8FFF	迿
U+8FFB	迻
U+9004	逄
U+9024	逤
U+902D	逭
U+900B	逋
U+9011	逑
U+901C	逜
U+900C	逌
U+9021	逡
U+9034	逴
U+902F	逯
U+9036	逶
U+9052	遒
U+903F	逿
U+9044	遄
U+9062	遢
U+905D	遝
U+905B	遛
U+9073	遳
U+9070	遰
U+906F	遯
U+9076	遶
U+9079	遹
U+907B	遻
U+9085	邅
U+9086	邆
U+907E	遾
U+9083	邃
U+9088	邈
U+908B	邋
U+908D	邍
U+9099	邙
U+9097	邗
U+9098	邘
U+909B	邛
U+9094	邔
U+909F	邟
U+90A1	邡
U+90A5	邥
U+909E	邞
U+90A7	邧
U+90A0	邠
U+90B2	邲
U+90B4	邴
U+90B6	邶
U+90AF	邯
U+90B3	邳
U+90B0	邰
U+90F1	郱
U+90BD	邽
U+90BF	邿
U+90D5	郕
U+90C5	郅
U+90BE	邾
U+90C7	郇
U+90CB	郋
U+90C3	郃
U+90C8	郈
U+90D6	郖
U+90E0	郠
U+90D9	郙
U+90DA	郚
U+90E3	郣
U+90DD	郝
U+90DF	郟
U+90E5	郥
U+90E2	郢
U+90D8	郘
U+90DB	郛
U+90D7	郗
U+90DC	郜
U+90E4	郤
U+90EF	郯
U+90EA	郪
U+90F0	郰
U+90F4	郴
U+90F2	郲
U+90F3	郳
U+90D4	郔
U+90EB	郫
U+9106	鄆
U+912C	鄬
U+9104	鄄
U+90FE	郾
U+90FF	郿
U+90FC	郼
U+9108	鄈
U+90F9	郹
U+90FB	郻
U+9101	鄁
U+9100	鄀
U+9107	鄇
U+9105	鄅
U+9103	鄃
U+90FA	郺
U+9117	鄗
U+9110	鄐
U+910D	鄍
U+910F	鄏
U+9111	鄑
U+9116	鄖
U+9114	鄔
U+910B	鄋
U+910E	鄎
U+9123	鄣
U+9118	鄘
U+911C	鄜
U+9120	鄠
U+9122	鄢
U+911F	鄟
U+911E	鄞
U+911D	鄝
U+911A	鄚
U+9124	鄤
U+9121	鄡
U+911B	鄛
U+9128	鄨
U+912F	鄯
U+912B	鄫
U+9129	鄩
U+912A	鄪
U+9132	鄲
U+9126	鄦
U+912E	鄮
U+9133	鄳
U+9135	鄵
U+9134	鄴
U+9136	鄶
U+9138	鄸
U+913A	鄺
U+913B	鄻
U+913E	鄾
U+9140	酀
U+9143	酃
U+9141	酁
U+9146	酆
U+9144	酄
U+9145	酅
U+9148	酈
U+9147	酇
U+9150	酐
U+914E	酎
U+914F	酏
U+9156	酖
U+9158	酘
U+915A	酚
U+9153	酓
U+9161	酡
U+9164	酤
U+915F	酟
U+9162	酢
U+916E	酮
U+916F	酯
U+917A	酺
U+9172	酲
U+9179	酹
U+9174	酴
U+9173	酳
U+9185	醅
U+9186	醆
U+918A	醊
U+9181	醁
U+9193	醓
U+9190	醐
U+9191	醑
U+918D	醍
U+919A	醚
U+91A2	醢
U+919B	醛
U+9199	醙
U+919F	醟
U+91A8	醨
U+91A5	醥
U+91A7	醧
U+91AF	醯
U+91AA	醪
U+91B0	醰
U+91B1	醱
U+91AD	醭
U+91AE	醮
U+91B7	醷
U+91B5	醵
U+91B4	醴
U+91B2	醲
U+91B3	醳
U+91B9	醹
U+91BC	醼
U+91BE	醾
U+91BD	醽
U+91C2	釂
U+91C3	釃
U+91C5	釅
U+91C6	釆
U+91D4	釔
U+91D5	釕
U+91D9	釙
U+91E2	釢
U+91EC	釬
U+91ED	釭
U+91F4	釴
U+91F1	釱
U+91F3	釳
U+91E9	釩
U+91F8	釸
U+91E4	釤
U+91F9	釹
U+9201	鈁
U+920A	鈊
U+9225	鈥
U+9207	鈇
U+9203	鈃
U+921A	鈚
U+9226	鈦
U+920F	鈏
U+920C	鈌
U+9200	鈀
U+9212	鈒
U+91FF	釿
U+9211	鈑
U+91FD	釽
U+9206	鈆
U+9248	鉈
U+9252	鉒
U+9230	鈰
U+9249	鉉
U+924D	鉍
U+923A	鈺
U+9266	鉦
U+9245	鉅
U+9233	鈳
U+9265	鉥
U+925E	鉞
U+9283	銃
U+922E	鈮
U+924A	鉊
U+9239	鈹
U+9246	鉆
U+926D	鉭
U+926C	鉬
U+924F	鉏
U+923F	鈿
U+9260	鉠
U+9267	鉧
U+926F	鉯
U+925A	鉚
U+9236	鈶
U+92A8	銨
U+92A5	銥
U+927C	鉼
U+92A4	銤
U+9276	鉶
U+929B	銛
U+927A	鉺
U+92A0	銠
U+9294	銔
U+92AA	銪
U+928D	銍
U+92A6	銦
U+929A	銚
U+9291	銑
U+92AB	銫
U+9279	鉹
U+9297	銗
U+927F	鉿
U+92A3	銣
U+92EE	鋮
U+928E	銎
U+92D0	鋐
U+92C3	鋃
U+92C4	鋄
U+92C0	鋀
U+92D9	鋙
U+92B6	銶
U+92CF	鋏
U+92F1	鋱
U+92DF	鋟
U+92D8	鋘
U+92E9	鋩
U+92C7	鋇
U+92F0	鋰
U+92B2	銲
U+92D7	鋗
U+92DD	鋝
U+92CC	鋌
U+92EF	鋯
U+92C2	鋂
U+92E8	鋨
U+92CA	鋊
U+92C8	鋈
U+9327	錧
U+931E	錞
U+9308	錈
U+931F	錟
U+9306	錆
U+930F	錏
U+937A	鍺
U+9321	錡
U+9338	錸
U+933C	錼
U+931B	錛
U+9323	錣
U+9312	錒
U+9315	錕
U+932E	錮
U+9301	錁
U+9346	鍆
U+932D	錭
U+930E	錎
U+930D	錍
U+92CB	鋋
U+9319	錙
U+93A1	鎡
U+9383	鎃
U+93AF	鎯
U+9364	鍤
U+9356	鍖
U+9347	鍇
U+937C	鍼
U+9358	鍘
U+935C	鍜
U+9376	鍶
U+9349	鍉
U+935A	鍚
U+9354	鍔
U+9350	鍐
U+9351	鍑
U+9360	鍠
U+936D	鍭
U+938F	鎏
U+934C	鍌
U+936A	鍪
U+93B5	鎵
U+93AC	鎬
U+93B0	鎰
U+938C	鎌
U+9392	鎒
U+93B7	鎷
U+9398	鎘
U+939B	鎛
U+939D	鎝
U+9389	鎉
U+93A7	鎧
U+938E	鎎
U+93AA	鎪
U+939A	鎚
U+939E	鎞
U+93A6	鎦
U+9397	鎗
U+93DE	鏞
U+93C7	鏇
U+93CF	鏏
U+93C2	鏂
U+93DA	鏚
U+93D0	鏐
U+93F9	鏹
U+93EC	鏬
U+93CC	鏌
U+93D9	鏙
U+93A9	鎩
U+93E6	鏦
U+93CA	鏊
U+93E8	鏨
U+940B	鐋
U+9413	鐓
U+93FB	鏻
U+9420	鐠
U+940F	鐏
U+9414	鐔
U+93FE	鏾
U+9415	鐕
U+9410	鐐
U+9428	鐨
U+9419	鐙
U+940D	鐍
U+93F5	鏵
U+9400	鐀
U+93F7	鏷
U+9407	鐇
U+940E	鐎
U+9416	鐖
U+943F	鐿
U+943B	鐻
U+9436	鐶
U+942B	鐫
U+944C	鑌
U+9450	鑐
U+944A	鑊
U+944B	鑋
U+9462	鑢
U+9455	鑕
U+946A	鑪
U+946B	鑫
U+946E	鑮
U+946D	鑭
U+946F	鑯
U+9471	鑱
U+9477	鑷
U+9474	鑴
U+9482	钂
U+9480	钀
U+9481	钁
U+9483	钃
U+957A	镺
U+957B	镻
U+957C	镼
U+957D	镽
U+9586	閆
U+9588	閈
U+958D	閍
U+958C	閌
U+958E	閎
U+959F	閟
U+959C	閜
U+959E	閞
U+95AC	閬
U+95AB	閫
U+95BC	閼
U+95CD	闍
U+95BE	閾
U+95B9	閹
U+95BA	閺
U+95B6	閶
U+95BF	閿
U+95B5	閵
U+95BD	閽
U+95C7	闇
U+95C0	闀
U+95C9	闉
U+95C3	闃
U+95C5	闅
U+95B7	閷
U+95D5	闕
U+95D2	闒
U+95D3	闓
U+95D1	闑
U+95DA	闚
U+95DB	闛
U+95DE	闞
U+95E0	闠
U+95DF	闟
U+95E5	闥
U+95E4	闤
U+961E	阞
U+9622	阢
U+9624	阤
U+9620	阠
U+962C	阬
U+9630	阰
U+9628	阨
U+962F	阯
U+9639	阹
U+9642	陂
U+963D	阽
U+963C	阼
U+963A	阺
U+9654	陔
U+964F	陏
U+9651	陑
U+9653	陓
U+964A	陊
U+965C	陜
U+9658	陘
U+965F	陟
U+965E	陞
U+966C	陬
U+967C	陼
U+966D	陭
U+966B	陫
U+9687	隇
U+967E	陾
U+9684	隄
U+9688	隈
U+9689	隉
U+9683	隃
U+9692	隒
U+9693	隓
U+9691	隑
U+9697	隗
U+969E	隞
U+96A4	隤
U+96A9	隩
U+96AE	隮
U+96B0	隰
U+96B3	隳
U+96B9	隹
U+96BC	隼
U+96BF	隿
U+96C2	雂
U+96C8	雈
U+96CE	雎
U+96CA	雊
U+96D2	雒
U+96D3	雓
U+96D4	雔
U+96D7	雗
U+96DA	雚
U+5DC2	巂
U+96DF	雟
U+96D8	雘
U+96DD	雝
U+96E9	雩
U+96F1	雱
U+96F0	雰
U+96FA	雺
U+96FD	雽
U+96FF	雿
U+9705	霅
U+9708	霈
U+9702	霂
U+970B	霋
U+9712	霒
U+9710	霐
U+9720	霠
U+9723	霣
U+9722	霢
U+9724	霤
U+9729	霩
U+972B	霫
U+972E	霮
U+9730	霰
U+9735	霵
U+973F	霿
U+972C	霬
U+9746	靆
U+9743	靃
U+9749	靉
U+975A	靚
U+976A	靪
U+976C	靬
U+9770	靰
U+976E	靮
U+9773	靳
U+9777	靷
U+9778	靸
U+9772	靲
U+977D	靽
U+977A	靺
U+977E	靾
U+9783	鞃
U+9780	鞀
U+9782	鞂
U+977B	靻
U+9784	鞄
U+978A	鞊
U+978E	鞎
U+9788	鞈
U+9799	鞙
U+9797	鞗
U+9794	鞔
U+979A	鞚
U+97A1	鞡
U+979C	鞜
U+979E	鞞
U+97AC	鞬
U+97AE	鞮
U+97A8	鞨
U+97AB	鞫
U+97A4	鞤
U+97AA	鞪
U+97B3	鞳
U+97B7	鞷
U+97B6	鞶
U+97B9	鞹
U+97BB	鞻
U+97BF	鞿
U+97C4	韄
U+97C5	韅
U+97C7	韇
U+97C9	韉
U+97CE	韎
U+97CD	韍
U+97D0	韐
U+97CF	韏
U+97D5	韕
U+97D4	韔
U+97D7	韗
U+97D9	韙
U+97DD	韝
U+97DE	韞
U+97DF	韟
U+97E1	韡
U+97E3	韣
U+97E5	韥
U+97F0	韰
U+97F1	韱
U+97F9	韹
U+97FD	韽
U+9804	頄
U+9807	頇
U+980F	頏
U+980D	頍
U+980E	頎
U+9816	頖
U+981E	頞
U+981D	頝
U+9826	頦
U+9829	頩
U+9828	頨
U+982B	頫
U+9820	頠
U+981C	頜
U+9835	頵
U+982F	頯
U+9832	頲
U+9841	顁
U+9844	顄
U+984A	顊
U+9849	顉
U+9845	顅
U+9850	顐
U+9851	顑
U+9852	顒
U+985C	顜
U+9859	顙
U+985D	顝
U+9857	顗
U+9860	顠
U+9862	顢
U+9863	顣
U+985F	顟
U+9864	顤
U+9865	顥
U+986A	顪
U+9869	顩
U+9872	顲
U+9873	顳
U+9874	顴
U+98AC	颬
U+98AD	颭
U+98AE	颮
U+98B2	颲
U+98B8	颸
U+98BF	颿
U+98BD	颽
U+98BB	颻
U+98BE	颾
U+98C1	飁
U+98C2	飂
U+98C9	飉
U+98C6	飆
U+98CB	飋
U+98CC	飌
U+98E3	飣
U+98EB	飫
U+98F6	飶
U+9902	餂
U+9900	餀
U+9908	餈
U+98FA	飺
U+9911	餑
U+9914	餔
U+9916	餖
U+9917	餗
U+9915	餕
U+9924	餤
U+991F	餟
U+991A	餚
U+9927	餧
U+9925	餥
U+992B	餫
U+992C	餬
U+992A	餪
U+9933	餳
U+9932	餲
U+992F	餯
U+992D	餭
U+9931	餱
U+9930	餰
U+992E	餮
U+9941	饁
U+993C	餼
U+9948	饈
U+9947	饇
U+9949	饉
U+9943	饃
U+9950	饐
U+994E	饎
U+9959	饙
U+994C	饌
U+994B	饋
U+9957	饗
U+9958	饘
U+9954	饔
U+9955	饕
U+995B	饛
U+995F	饟
U+9961	饡
U+9997	馗
U+9998	馘
U+999D	馝
U+99A3	馣
U+99A6	馦
U+99AF	馯
U+99B2	馲
U+99B0	馰
U+99B5	馵
U+99C3	駃
U+99B9	馹
U+99BB	馻
U+99BA	馺
U+99C2	駂
U+99BD	馽
U+99DC	駜
U+99CD	駍
U+99CF	駏
U+99D3	駓
U+99D4	駔
U+99CE	駎
U+99C9	駉
U+99D6	駖
U+99D8	駘
U+99EE	駮
U+99EC	駬
U+99E5	駥
U+99E4	駤
U+99F0	駰
U+99E3	駣
U+99EA	駪
U+99E9	駩
U+9A02	騂
U+99FA	駺
U+99F4	駴
U+99F7	駷
U+99F9	駹
U+99F8	駸
U+99F6	駶
U+99FB	駻
U+99FD	駽
U+99FE	駾
U+99FC	駼
U+9A03	騃
U+9A0F	騏
U+9A0B	騋
U+9A09	騉
U+9A0D	騍
U+9A04	騄
U+9A11	騑
U+9A0A	騊
U+9A05	騅
U+9A07	騇
U+9A1A	騚
U+9A15	騕
U+9A25	騥
U+9A1D	騝
U+9A24	騤
U+9A1B	騛
U+9A22	騢
U+9A20	騠
U+9A27	騧
U+9A23	騣
U+9A1E	騞
U+9A1C	騜
U+9A35	騵
U+9A32	騲
U+9A34	騴
U+9A31	騱
U+9A2C	騬
U+9A2A	騪
U+9A36	騶
U+9A29	騩
U+9A2E	騮
U+9A38	騸
U+9A2D	騭
U+9A39	騹
U+9A3D	騽
U+9A46	驆
U+9A44	驄
U+9A42	驂
U+9A41	驁
U+9A3A	騺
U+9A4E	驎
U+9A53	驓
U+9A4D	驍
U+9A54	驔
U+9A4C	驌
U+9A4F	驏
U+9A48	驈
U+9A4A	驊
U+9A49	驉
U+9A52	驒
U+9A56	驖
U+9A5E	驞
U+9A60	驠
U+9A64	驤
U+9A66	驦
U+9A69	驩
U+9A68	驨
U+9A6B	驫
U+9AAD	骭
U+9AAB	骫
U+9AB9	骹
U+9ABF	骿
U+9AB4	骴
U+9ABE	骾
U+9AC1	髁
U+9AC0	髀
U+9AC2	髂
U+9AC7	髇
U+9ACA	髊
U+9AC6	髆
U+9ACD	髍
U+9AD0	髐
U+9AD1	髑
U+9AD5	髕
U+9AD6	髖
U+9ADF	髟
U+9AE1	髡
U+9AE3	髣
U+9AE7	髧
U+9AEC	髬
U+9AEB	髫
U+9AF3	髳
U+9AF2	髲
U+9AF6	髶
U+9AFA	髺
U+9AF9	髹
U+9AFE	髾
U+9AFD	髽
U+9B01	鬁
U+9AFC	髼
U+9B08	鬈
U+9B04	鬄
U+9B05	鬅
U+9B0B	鬋
U+9B0A	鬊
U+9B0E	鬎
U+9B0C	鬌
U+9B10	鬐
U+9B12	鬒
U+9B15	鬕
U+9B17	鬗
U+9B18	鬘
U+9B16	鬖
U+9B19	鬙
U+9B1E	鬞
U+9B1F	鬟
U+9B20	鬠
U+9B23	鬣
U+9B24	鬤
U+9B29	鬩
U+9B2B	鬫
U+9B2E	鬮
U+9B2F	鬯
U+9B33	鬳
U+9B35	鬵
U+9B37	鬷
U+9B3A	鬺
U+9B3B	鬻
U+9B3E	鬾
U+9B3F	鬿
U+9B46	魆
U+9B43	魃
U+9B48	魈
U+9B4A	魊
U+9B4E	魎
U+9B4C	魌
U+9B4D	魍
U+9B4B	魋
U+9B51	魑
U+9B56	魖
U+9B60	魠
U+9B61	魡
U+9B67	魧
U+9B74	魴
U+9B71	魱
U+9B66	魦
U+9B76	魶
U+9B75	魵
U+9B80	鮀
U+9B85	鮅
U+9B87	鮇
U+9B7C	魼
U+9B7E	魾
U+9B7B	魻
U+9B82	鮂
U+9B93	鮓
U+9B92	鮒
U+9B90	鮐
U+9B9A	鮚
U+9BAD	鮭
U+9BA8	鮨
U+9B9E	鮞
U+9B9B	鮛
U+9BA6	鮦
U+9BA1	鮡
U+9BA5	鮥
U+9BA4	鮤
U+9B86	鮆
U+9BC7	鯇
U+9BC6	鯆
U+9BC3	鯃
U+9BBF	鮿
U+9BC1	鯁
U+9BB5	鮵
U+9BB8	鮸
U+9BC8	鯈
U+9BD3	鯓
U+9BC0	鯀
U+9BD6	鯖
U+9BEA	鯪
U+9BEB	鯫
U+9BE0	鯠
U+9BDE	鯞
U+9BE4	鯤
U+9BDB	鯛
U+9BE6	鯦
U+9BE2	鯢
U+9BF0	鯰
U+9BD4	鯔
U+9BD7	鯗
U+9BEC	鯬
U+9C0B	鰋
U+9C08	鰈
U+9BF7	鯷
U+9C05	鰅
U+9C12	鰒
U+9BF8	鯸
U+9C40	鱀
U+9C2B	鰫
U+9C1D	鰝
U+9C1C	鰜
U+9C2C	鰬
U+9C23	鰣
U+9C28	鰨
U+9C29	鰩
U+9C46	鱆
U+9C48	鱈
U+9C3F	鰿
U+9C44	鱄
U+9C39	鰹
U+9C33	鰳
U+9C41	鱁
U+9C3C	鰼
U+9C37	鰷
U+9C34	鰴
U+9C32	鰲
U+9C52	鱒
U+9C58	鱘
U+9C50	鱐
U+9C4A	鱊
U+9C4D	鱍
U+9C4B	鱋
U+9C55	鱕
U+9C63	鱣
U+9C67	鱧
U+9C66	鱦
U+9C62	鱢
U+9C5E	鱞
U+9C60	鱠
U+9C5F	鱟
U+9C68	鱨
U+9C6E	鱮
U+9C74	鱴
U+9C73	鱳
U+9C79	鱹
U+9C7A	鱺
U+9CE6	鳦
U+9CEA	鳪
U+9CED	鳭
U+9CE7	鳧
U+9CF1	鳱
U+9CF2	鳲
U+9CF5	鳵
U+9CFC	鳼
U+9CFA	鳺
U+9CFD	鳽
U+9CFF	鳿
U+9CF7	鳷
U+9D07	鴇
U+9D00	鴀
U+9CF9	鳹
U+9CFB	鳻
U+9D08	鴈
U+9D05	鴅
U+9D03	鴃
U+9D25	鴥
U+9D17	鴗
U+9D20	鴠
U+9D1E	鴞
U+9D14	鴔
U+9D29	鴩
U+9D1D	鴝
U+9D18	鴘
U+9D22	鴢
U+9D10	鴐
U+9D33	鴳
U+9D41	鵁
U+9D67	鵧
U+9D36	鴶
U+9D2E	鴮
U+9D2F	鴯
U+9D31	鴱
U+9D38	鴸
U+9D30	鴰
U+9D45	鵅
U+9D42	鵂
U+9D43	鵃
U+9D3E	鴾
U+9D37	鴷
U+9D40	鵀
U+9D3D	鴽
U+9D5C	鵜
U+9D53	鵓
U+9D4F	鵏
U+9D4A	鵊
U+9D5B	鵛
U+9D4B	鵋
U+9D59	鵙
U+9D56	鵖
U+9D4C	鵌
U+9D57	鵗
U+9D52	鵒
U+9D54	鵔
U+9D5F	鵟
U+9D77	鵷
U+9D81	鶁
U+9D8A	鶊
U+9D84	鶄
U+9D88	鶈
U+9D71	鵱
U+9D80	鶀
U+9D78	鵸
U+9D86	鶆
U+9D8B	鶋
U+9D8C	鶌
U+9D7D	鵽
U+9D6B	鵫
U+9D74	鵴
U+9D75	鵵
U+9D70	鵰
U+9D69	鵩
U+9D85	鶅
U+9D73	鵳
U+9D7B	鵻
U+9D82	鶂
U+9D6F	鵯
U+9D79	鵹
U+9D9F	鶟
U+9D99	鶙
U+9DA4	鶤
U+9D9D	鶝
U+9D92	鶒
U+9D98	鶘
U+9D90	鶐
U+9D9B	鶛
U+9DA0	鶠
U+9D94	鶔
U+9D9C	鶜
U+9DAA	鶪
U+9D97	鶗
U+9DA1	鶡
U+9D9A	鶚
U+9DA2	鶢
U+9DA8	鶨
U+9D9E	鶞
U+9DA3	鶣
U+9DBF	鶿
U+9DA9	鶩
U+9D96	鶖
U+9DB7	鶷
U+9DB6	鶶
U+9DBC	鶼
U+9DC1	鷁
U+9DC7	鷇
U+9DCA	鷊
U+9DCF	鷏
U+9DBE	鶾
U+9DC5	鷅
U+9DC3	鷃
U+9DBB	鶻
U+9DB5	鶵
U+9DCE	鷎
U+9DB9	鶹
U+9DBA	鶺
U+9DAC	鶬
U+9DC8	鷈
U+9DB1	鶱
U+9DAD	鶭
U+9DDB	鷛
U+9DD2	鷒
U+9DDE	鷞
U+9DDA	鷚
U+9DCB	鷋
U+9DD0	鷐
U+9DDC	鷜
U+9DD1	鷑
U+9DDF	鷟
U+9DE9	鷩
U+9DD9	鷙
U+9DD8	鷘
U+9DD6	鷖
U+9DF5	鷵
U+9DD5	鷕
U+9DFB	鷻
U+9DF7	鷷
U+9DEF	鷯
U+9DE3	鷣
U+9DEB	鷫
U+9DF8	鷸
U+9DE4	鷤
U+9DF6	鷶
U+9DE1	鷡
U+9DEE	鷮
U+9DE6	鷦
U+9DF2	鷲
U+9DF0	鷰
U+9DE2	鷢
U+9E02	鸂
U+9DFE	鷾
U+9E07	鸇
U+9E03	鸃
U+9E06	鸆
U+9E05	鸅
U+9E00	鸀
U+9E01	鸁
U+9E09	鸉
U+9DFF	鷿
U+9DFD	鷽
U+9E04	鸄
U+9E0B	鸋
U+9E0D	鸍
U+9E10	鸐
U+9E0F	鸏
U+9E14	鸔
U+9E12	鸒
U+9E11	鸑
U+9E13	鸓
